RESPONS_ID,CONTRIBUTR,WORLD_ID,WORLD_LAB,REGION_ID,REGION_LAB,TOT_AREA,LAND_AREA,RN_SITES,EXP_10000,EXP_08000,EXP_06000,EXP_04000,EXP_03000,EXP_02000,EXP_01000,EXP_00500,EXP_00250,EXP_00150,DQ_10000,DQ_08000,DQ_06000,DQ_04000,DQ_03000,DQ_02000,DQ_01000,DQ_00500,DQ_00250,DQ_00150,HUNT_10000,EXAG_10000,INAG_10000,PAST_10000,HUNT_08000,EXAG_08000,INAG_08000,PAST_08000,HUNT_06000,EXAG_06000,INAG_06000,PAST_06000,HUNT_04000,EXAG_04000,INAG_04000,PAST_04000,HUNT_03000,EXAG_03000,INAG_03000,PAST_03000,HUNT_02000,EXAG_02000,INAG_02000,PAST_02000,HUNT_01000,EXAG_01000,INAG_01000,PAST_01000,HUNT_00500,EXAG_00500,INAG_00500,PAST_00500,HUNT_00250,EXAG_00250,INAG_00250,PAST_00250,HUNT_00150,EXAG_00150,INAG_00150,PAST_00150,URBN_10000,URBN_08000,URBN_06000,URBN_04000,URBN_03000,URBN_02000,URBN_01000,URBN_00500,URBN_00250,URBN_00150
RZVNM,CRNUE,3,Central America + Caribbean,23,Central Mexico,677866,677036,> 1000,None,None,None,None,Low,High,High,Low,None,None,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Unknown,Unknown,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RAGIS,CROJF,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,250-499,Low,Low,Low,Low,Low,Low,High,High,High,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),none,none,common (1-20%),minimal (<1%),minimal (<1%),none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Absent,Present,Present
RBVXR,CGBPB,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,50-249,Low,Low,Low,High,High,High,High,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Moderate,Moderate,minimal (<1%),none,none,none,minimal (<1%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),widespread (>20%),minimal (<1%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
REUXY,CGBSG,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,High,High,High,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),common (1-20%),none,minimal (<1%),common (1-20%),widespread (>20%),none,minimal (<1%),widespread (>20%),common (1-20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,minimal (<1%),widespread (>20%),widespread (>20%),none,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RFMRH,CYUJB,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,Low,Low,Low,High,High,High,High,High,High,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,minimal (<1%),widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),common (1-20%),none,minimal (<1%),common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RFUMJ,CEGOX,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,Low,Low,Low,Low,Low,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Moderate,Moderate,minimal (<1%),none,none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RGAGA,CTYVW,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,common (1-20%),widespread (>20%),common (1-20%),none,minimal (<1%),widespread (>20%),common (1-20%),none,minimal (<1%),widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RLHVP,CIHEI,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,500-999,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),none,common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RPPLO,CILQX,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,Low,Low,Low,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RROJF,CZXDA,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,Low,Low,Low,Low,Low,Low,High,High,High,High,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,Good,none,none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),minimal (<1%),widespread (>20%),Absent,Absent,Absent,Absent,Present,Present,Present,Absent,Present,Present
RSASN,CWAZW,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,500-999,Low,Low,Low,Low,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present
RSNKG,CVYJN,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,None,Low,Low,Low,High,High,High,Low,Low,Low,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Moderate,Moderate,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,common (1-20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RUAJU,CYPUS,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,High,High,High,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Present,Present,Present,Absent,Absent,Present
RXABT,CEOUI,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,250-499,Low,Low,Low,Low,High,High,High,High,High,None,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),none,none,none,none,none,none,none,widespread (>20%),minimal (<1%),none,none,minimal (<1%),widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),none,none,none,widespread (>20%),widespread (>20%),none,none,common (1-20%),widespread (>20%),none,none,common (1-20%),widespread (>20%),none,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RYMVP,CORGD,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,None,None,None,None,Low,Low,Low,None,None,None,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Present,Present,Present,Present,Present,Present,Present,Present
RZLZO,CKGHQ,3,Central America + Caribbean,24,Southern Mexico +  Belize +  Guatemala + El Salvador,390608,389878,> 1000,High,High,High,High,High,High,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),common (1-20%),none,common (1-20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RBVLJ,CROJF,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,50-249,Low,Low,Low,Low,Low,High,High,High,Low,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Good,Good,Good,Good,none,none,none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),none,none,none,common (1-20%),minimal (<1%),minimal (<1%),none,widespread (>20%),common (1-20%),common (1-20%),none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RDDGF,CKGHQ,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,500-999,High,High,High,High,High,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RIUVX,CNUIC,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,> 1000,Low,Low,Low,Low,Low,High,High,High,Low,Low,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,common (1-20%),none,none,none,common (1-20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,common (1-20%),widespread (>20%),common (1-20%),none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Absent,Absent,Absent
RNTCT,CYFOZ,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,50-249,Low,High,Low,Low,High,High,High,Low,Low,Low,Good,Good,Moderate,Moderate,Good,Good,Good,Good,Good,Good,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
RUEMB,CKCZE,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,< 50,Low,Low,Low,Low,Low,Low,High,High,Low,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,minimal (<1%),common (1-20%),none,none,common (1-20%),widespread (>20%),minimal (<1%),none,common (1-20%),widespread (>20%),common (1-20%),none,common (1-20%),common (1-20%),none,none,minimal (<1%),widespread (>20%),widespread (>20%),minimal (<1%),common (1-20%),widespread (>20%),common (1-20%),minimal (<1%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
RZHDA,CPEDI,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,50-249,High,High,High,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,common (1-20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RZSDB,CWTUF,3,Central America + Caribbean,25,Honduras +  Nicaragua +  Costa Rica + Panama,369004,359579,500-999,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,minimal (<1%),common (1-20%),none,none,minimal (<1%),widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
RBUXI,CDNCY,3,Central America + Caribbean,26,The Caribbean,231825,231578,500-999,Low,Low,Low,Low,Low,Low,High,High,High,High,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,none,none,none,none,none,none,none,none,none,none,none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,common (1-20%),common (1-20%),widespread (>20%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RCNOX,CYQUC,3,Central America + Caribbean,26,The Caribbean,231825,231578,50-249,High,High,High,High,High,High,High,High,Low,Low,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,none,none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,minimal (<1%),common (1-20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
RGWPQ,COGSH,3,Central America + Caribbean,26,The Caribbean,231825,231578,50-249,None,None,High,High,High,High,High,High,High,High,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Good,Moderate,none,none,none,none,none,none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),none,none,none,widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present
RJJKA,CVUYN,3,Central America + Caribbean,26,The Caribbean,231825,231578,> 1000,None,High,High,High,High,High,High,High,High,High,Unknown,Moderate,Moderate,Moderate,Good,Good,Good,Good,Good,Good,none,none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),common (1-20%),common (1-20%),widespread (>20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
ROIQA,CRAFM,3,Central America + Caribbean,26,The Caribbean,231825,231578,> 1000,None,None,Low,Low,Low,High,High,High,Low,Low,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Good,Good,Good,none,none,none,none,minimal (<1%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,common (1-20%),common (1-20%),widespread (>20%),none,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RSWRU,COLPU,3,Central America + Caribbean,26,The Caribbean,231825,231578,250-499,Low,Low,Low,Low,High,High,High,High,Low,Low,Unknown,Unknown,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,none,none,none,none,minimal (<1%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,widespread (>20%),minimal (<1%),none,none,minimal (<1%),widespread (>20%),none,none,minimal (<1%),widespread (>20%),none,none,minimal (<1%),widespread (>20%),widespread (>20%),none,none,widespread (>20%),widespread (>20%),none,none,common (1-20%),widespread (>20%),none,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RUKDK,CKTSS,3,Central America + Caribbean,26,The Caribbean,231825,231578,< 50,Low,Low,Low,High,High,High,High,High,Low,Low,Unknown,Unknown,Unknown,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,none,none,none,none,none,none,none,none,minimal (<1%),none,none,none,minimal (<1%),minimal (<1%),none,none,common (1-20%),minimal (<1%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),common (1-20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present
RYFOD,CIJNY,3,Central America + Caribbean,26,The Caribbean,231825,231578,50-249,Low,Low,Low,Low,Low,Low,Low,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Good,Moderate,Moderate,Good,Good,none,none,none,none,common (1-20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),none,none,widespread (>20%),common (1-20%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Present,Present
RCLOJ,CUWYP,4,South America,27,Northern Andes Mountains,918393,918393,250-499,Low,Low,High,High,High,High,High,High,High,High,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,minimal (<1%),none,none,none,minimal (<1%),none,none,none,minimal (<1%),none,none,minimal (<1%),common (1-20%),minimal (<1%),none,common (1-20%),common (1-20%),common (1-20%),minimal (<1%),common (1-20%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),minimal (<1%),widespread (>20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Present,Present,Present,Present,Present,Present
RFMCG,CSPPL,4,South America,27,Northern Andes Mountains,918393,918393,500-999,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Unknown,Moderate,Moderate,Good,Good,Good,Good,Good,Good,Good,none,none,none,none,minimal (<1%),none,none,none,common (1-20%),none,none,none,common (1-20%),minimal (<1%),minimal (<1%),minimal (<1%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),common (1-20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RVEOV,CWTUF,4,South America,27,Northern Andes Mountains,918393,918393,> 1000,High,High,High,High,High,High,High,High,Low,Low,Good,Good,Good,Good,Good,Good,Good,Good,Moderate,Moderate,widespread (>20%),none,none,none,widespread (>20%),none,none,none,widespread (>20%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,none,minimal (<1%),widespread (>20%),common (1-20%),minimal (<1%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),common (1-20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),none,widespread (>20%),widespread (>20%),widespread (>20%),Absent,Absent,Absent,Absent,Absent,Absent,Present,Present,Present,Present
RHOAJ,CWTUF,4,South America,28,Llanos,768515,768515,< 50,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,Moderate,minimal (<1%),none,none,none,none,none,none,none,minimal (<1%),minimal (<1%),none,none,minimal (<1%),minimal (<1%),none,none,common (1-20%),common (1-20%),none,none,none,common (1-20%),common (1-20%),none,none,common (1-20%),common (1-20%),none,none,common (1-20%),none,none,minimal (<1%),minimal (<1%),none,none,none,minimal (<1%),none,none,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent,Absent
